timestamp,logs,magic_logs,yew_logs,maple_logs,willow_logs,oak_logs
1615924800,74.70243389666047,1004.3258695131653,233.29889854846337,9.374643390575237,17.0,48.97015545476578
1616011200,73.25867733180974,1008.3162436049872,234.7284931001305,9.0,16.76487511442396,49.0
1616097600,71.42135490644105,1013.0216522192579,235.1044330853328,9.0,17.0,48.57505939554672
1616184000,67.83150548354935,1006.1751934867826,244.48573115528438,9.102529189912158,16.724546464272493,48.64905079527963
1616270400,66.57105051202393,1004.7497152018901,236.0455509815161,9.0,16.70512566231264,38.818786088357726
1616356800,64.3873355263158,1011.1618776480583,235.80010348999014,9.0,16.834002012096825,43.43357171928601
1616443200,65.5595334040297,1024.7004166209845,237.38334637199296,9.0,16.767266881897633,38.7056334590035
1616529600,58.88040247678018,1036.3941438259396,241.0,9.379801923752577,17.0,40.0
1616616000,61.791529945720505,1036.0,241.65756611165523,9.101958542926189,17.0,38.95116541576727
1616702400,62.64865417028449,1032.760526884719,240.6487634653315,10.0,16.722977516112635,38.0
1616788800,62.35671311570857,1024.6864759834675,240.4334758754236,9.139203977256493,16.631243932709914,44.45240083507307
1616875200,62.540704817329456,1018.4215317633088,236.61235860694904,9.0,16.74393868293446,43.605871625154634
1616961600,55.31829100892244,1006.8411736016144,234.68493150684932,9.0,17.0,49.21920597217509
1617048000,61.463359533110555,1021.8191745390077,236.58040419484922,9.0,16.191405534176287,47.50763886223177
1617134400,60.0,1028.9678577859927,236.15416899537072,9.419261496604914,16.574233775902716,46.4568789178489
1617220800,60.0,1049.45460938852,234.11618065668432,9.285953280007151,16.138096840368604,42.0
1617307200,59.72154232167546,1049.38586125772,236.43331723263495,9.278628560460936,17.0,47.0
1617393600,56.50742302052786,1027.2698791483451,234.51937843333636,9.0,17.0,47.887164790174005
1617480000,55.0,1015.0767754548835,232.49113980427978,9.31362876652118,16.5645780923965,51.28413578877302
1617566400,52.56203048647072,1018.6263355672863,229.96037399821904,9.0,16.0,55.466512997823024
1617652800,50.838647755145566,1017.0908094948265,228.5472847386206,9.230593662521086,17.0,53.81123175507298
1617739200,51.732711732711735,1019.0456442854793,218.42122842517153,10.0,17.0,57.6511133972721
1617825600,39.32914078836491,1022.8125408229914,222.33921566650196,9.039443202201177,17.0,48.52439898364714
1617912000,46.539685638972955,1009.080423447622,225.31255250731482,10.0,17.54253568126987,60.74847125968202
1617998400,38.35666942833471,1011.0,226.0,9.417578847483796,17.869155147462447,54.08042129043861
1618088400,32.50422909618173,999.2134425661407,219.8528166958552,10.0,18.0,48.63717267899652
1618171200,37.364853813126146,998.6849296907453,226.34214440017803,10.0,22.34611231101512,50.17528497824288
1618261200,29.58865671641791,1005.1274492319599,225.30774624497178,10.334818213046995,20.669221667781265,48.3986331507747
1618347600,36.66445743989604,1003.0,225.46401839156638,10.370314022461923,21.0,48.9461099429258
1618430400,38.213837673446115,998.1848735387423,223.33136039597454,10.0,20.0,53.185147476243365
1618516800,38.42103505843072,993.5582154872498,222.0,11.0,19.16254398236466,56.45447227540932
1618603200,36.0,991.2793024669363,222.42406912214508,10.0,19.211496904804456,77.82491378788795
1618689600,37.781940144478845,991.3107158916472,218.8142332748432,10.401663942676159,19.0,66.26026549015054
1618776000,37.0,989.0,211.0,10.369445168123754,19.45750165234633,66.74549390796496
1618862400,40.49251882207186,997.45665709939,214.75689270050378,10.0,18.0,68.22960797661474
1618948800,41.647017684084325,997.102444997279,217.3160556257901,10.395976199155065,19.0,67.89863316305399
1619035200,41.57755406413125,997.74882009407,218.52066427364275,10.0,19.0,65.78660799033567
1619121600,40.68252982964342,1000.0,223.3384541789788,10.0,18.522444971769904,57.71418219461698
1619208000,38.67117888076344,998.0742353955675,218.31383840898405,10.0,19.0,56.36765318882868
1619316000,38.58052201704545,991.5192906976745,216.47840905344367,10.134787457778344,18.0,58.23864506949764
1619380800,40.43223752349534,996.6378776222335,222.95156327726295,10.0,18.67861786375635,58.73309115422066
1619467200,45.54031522730233,1016.5797146514717,230.91361436333415,10.28893594178695,18.961327173980898,57.585331624870335
1619553600,43.0,1060.354530426272,235.00116945933556,10.0,18.87746152105025,56.29331029375463
1619640000,44.70987693681056,1048.6046525528075,237.59825990885238,10.178350515463917,19.461899617749708,56.437993596584846
1619726400,43.27728415758592,1021.4220526916919,235.47639292099262,11.231506587131967,19.0,56.61430768130454
1619823600,44.68200198367285,1016.4599763782528,231.83592441645052,11.0,19.0,56.6686501722518
1619899200,45.696631695196025,1002.0,231.79049599530467,11.0,19.507363313208828,61.718409915356716
1619989200,54.0,1002.549284650044,227.30150330964761,11.315427788260616,19.0,72.54217732884399
1620072000,51.681456052853164,1019.3843437093742,224.85795725672787,11.0,19.0,77.20379099388225
1620158400,51.607755759931734,1010.9854745529574,213.98620780590716,11.0,18.27601336528401,73.29295158411851
1620244800,52.552615806147784,1036.1029244114002,220.0,11.457038773714363,18.250309488274155,71.7060993080745
1620331200,54.50102576932699,1028.804410939052,234.35571495343905,14.23946387252574,18.437367787963,71.88750207102225
1620417600,53.14187244863816,1030.1901128069012,243.68349172300415,14.0,19.0,74.0
1620504000,54.26801413549388,1037.363756586317,232.4436090225564,14.0,18.51940252540807,73.8624702574086
1620590400,54.674512512618875,1031.4593563040755,242.68170015554074,14.0,19.0,74.77720906104098
1620676800,55.3270863366971,1041.3604878556798,242.82020675219067,14.0,18.740709568820407,74.72853799387887
1620763200,56.0,1036.2455989902007,242.49449057513021,14.0,18.0,73.0
1620849600,55.854198351076604,1014.3652190764345,242.29895462910434,14.393409369370417,18.29815756909116,72.27675822145585
1620936000,17.969859205329,1013.8149384149094,241.46233116558278,15.0,19.0,71.0
1621022400,18.0,1018.5241316657552,238.11237179277126,14.0,19.0,73.44743613715485
1621108800,39.656225074323835,1006.4317138063685,237.23972415837648,14.0,19.0,71.0
1621195200,37.741951426150806,1013.4102092976204,233.72282076395692,14.0,18.495566978918525,72.71244635193133
1621281600,37.741951426150806,1013.4102092976204,233.72282076395692,14.0,18.495566978918525,72.71244635193133
1621368000,38.705396392299534,1018.5907116480789,234.47685121895648,14.15559970216114,19.0,71.66332859688296
1621454400,38.754529926570285,1026.7845842570869,232.8493810272895,14.388823244021534,18.70408615609273,69.0
1621540800,35.17650346969903,1022.667291992955,228.9741577983057,14.0,19.0,71.29171465347876
1621627200,37.0,1022.3138554989947,229.73218200796072,14.12632023322129,19.0,75.84282522875417
1621713600,36.0,1007.818510432049,227.33949976596048,14.0,19.0,72.7068656371103
1621800000,38.51084943106642,1006.7739778863461,252.48565007056675,14.131357931852103,19.0,72.83759864296778
1621886400,37.0,999.7691668403182,246.18491954211964,14.342468960719255,18.573091479032072,76.41730041655521
1621972800,38.894213381555154,1001.0,245.9939994034268,14.0,18.0,76.87263778787992
1622059200,17.94283447780064,1003.2665286381136,246.20033911660826,14.0,18.696571248820383,77.57720854958424
1622145600,35.46805253404238,1005.7226614003673,244.61925442966685,14.0,19.0,77.8103856703516
1622232000,35.74833635813672,993.5680627926918,257.54722523818253,14.0,19.0,77.0
1622318400,31.777942847155465,985.1826233553036,259.22317039787674,14.0,19.0,78.40120176788996
1622404800,37.569182389937104,984.0758908206697,256.5905714352527,14.0,18.0,85.34830640007304
1622491200,37.35264194289465,990.8308621439721,253.10362301913239,14.454872442173102,18.817793713799183,85.67096774193548
1622577600,38.0,995.9753086419754,253.85181661951887,14.0,18.905986797177327,87.01618727745651
1622664000,37.0,1010.8843248806659,250.35718416390523,13.846467719789619,19.0,83.65820460192286
1622750400,36.6363738744778,1014.3020817817134,251.84202607354797,14.0,19.0,82.39681109809926
1622836800,38.0,1031.2511393749292,255.31052674997346,14.0,18.699761414163323,81.74802195452277
1622923200,38.0,1031.0325542258788,254.3033998397705,14.0,19.0,75.584790102179
1623009600,37.670779697192025,1029.7840246523892,243.2230292026025,14.0,19.0,78.56036258755665
1623096000,37.69933031674208,1047.3684640522877,245.44242704258693,14.171752825457016,19.0,78.50828798555558
1623182400,38.0,1045.5145459107614,240.8263784466358,14.0,19.0,76.25386656904914
1623268800,40.039948660356174,1036.4504246584072,238.1621245657194,14.0,19.0,75.0
1623355200,40.167085086171795,1031.4443863371484,238.44384476182267,14.0,18.463918380889183,70.53197164315294
1623441600,38.32768361581921,1021.551361478359,225.58469552133843,14.0,19.0,69.76767960456102
1623528000,39.9729154849688,1010.3873466927993,227.34136541527755,13.0,18.6507288407235,46.29952315525742
1623614400,39.96343463579353,1003.8558860574905,224.0652770181806,14.0,18.834446162938374,48.40331825037707
