timestamp,logs,magic_logs,yew_logs,maple_logs,willow_logs,oak_logs
1615924800,74.70243389666047,1004.3258695131653,233.29889854846337,9.374643390575237,17.0,48.97015545476578
1616011200,73.25867733180974,1008.3162436049872,234.7284931001305,9.0,16.76487511442396,49.0
1616097600,71.42135490644105,1013.0216522192579,235.1044330853328,9.0,17.0,48.57505939554672
1616184000,67.83150548354935,1006.1751934867826,244.48573115528438,9.102529189912158,16.724546464272493,48.64905079527963
1616270400,66.57105051202393,1004.7497152018901,236.0455509815161,9.0,16.70512566231264,38.818786088357726
1616356800,64.3873355263158,1011.1618776480583,235.80010348999014,9.0,16.834002012096825,43.43357171928601
1616443200,65.5595334040297,1024.7004166209845,237.38334637199296,9.0,16.767266881897633,38.7056334590035
1616529600,58.88040247678018,1036.3941438259396,241.0,9.379801923752577,17.0,40.0
1616616000,61.791529945720505,1036.0,241.65756611165523,9.101958542926189,17.0,38.95116541576727
1616702400,62.64865417028449,1032.760526884719,240.6487634653315,10.0,16.722977516112635,38.0
1616788800,62.35671311570857,1024.6864759834675,240.4334758754236,9.139203977256493,16.631243932709914,44.45240083507307
1616875200,62.540704817329456,1018.4215317633088,236.61235860694904,9.0,16.74393868293446,43.605871625154634
1616961600,55.31829100892244,1006.8411736016144,234.68493150684932,9.0,17.0,49.21920597217509
1617048000,61.463359533110555,1021.8191745390077,236.58040419484922,9.0,16.191405534176287,47.50763886223177
1617134400,60.0,1028.9678577859927,236.15416899537072,9.419261496604914,16.574233775902716,46.4568789178489
1617220800,60.0,1049.45460938852,234.11618065668432,9.285953280007151,16.138096840368604,42.0
1617307200,59.72154232167546,1049.38586125772,236.43331723263495,9.278628560460936,17.0,47.0
1617393600,56.50742302052786,1027.2698791483451,234.51937843333636,9.0,17.0,47.887164790174005
1617480000,55.0,1015.0767754548835,232.49113980427978,9.31362876652118,16.5645780923965,51.28413578877302
1617566400,52.56203048647072,1018.6263355672863,229.96037399821904,9.0,16.0,55.466512997823024
1617652800,50.838647755145566,1017.0908094948265,228.5472847386206,9.230593662521086,17.0,53.81123175507298
1617739200,51.732711732711735,1019.0456442854793,218.42122842517153,10.0,17.0,57.6511133972721
1617825600,39.32914078836491,1022.8125408229914,222.33921566650196,9.039443202201177,17.0,48.52439898364714
1617912000,46.539685638972955,1009.080423447622,225.31255250731482,10.0,17.54253568126987,60.74847125968202
1617998400,38.35666942833471,1011.0,226.0,9.417578847483796,17.869155147462447,54.08042129043861
1618088400,32.50422909618173,999.2134425661407,219.8528166958552,10.0,18.0,48.63717267899652
1618171200,37.364853813126146,998.6849296907453,226.34214440017803,10.0,22.34611231101512,50.17528497824288
1618261200,29.58865671641791,1005.1274492319599,225.30774624497178,10.334818213046995,20.669221667781265,48.3986331507747
1618347600,36.66445743989604,1003.0,225.46401839156638,10.370314022461923,21.0,48.9461099429258
1618430400,38.213837673446115,998.1848735387423,223.33136039597454,10.0,20.0,53.185147476243365
1618516800,38.42103505843072,993.5582154872498,222.0,11.0,19.16254398236466,56.45447227540932
1618603200,36.0,991.2793024669363,222.42406912214508,10.0,19.211496904804456,77.82491378788795
1618689600,37.781940144478845,991.3107158916472,218.8142332748432,10.401663942676159,19.0,66.26026549015054
1618776000,37.0,989.0,211.0,10.369445168123754,19.45750165234633,66.74549390796496
1618862400,40.49251882207186,997.45665709939,214.75689270050378,10.0,18.0,68.22960797661474
1618948800,41.647017684084325,997.102444997279,217.3160556257901,10.395976199155065,19.0,67.89863316305399
1619035200,41.57755406413125,997.74882009407,218.52066427364275,10.0,19.0,65.78660799033567
1619121600,40.68252982964342,1000.0,223.3384541789788,10.0,18.522444971769904,57.71418219461698
1619208000,38.67117888076344,998.0742353955675,218.31383840898405,10.0,19.0,56.36765318882868
1619316000,38.58052201704545,991.5192906976745,216.47840905344367,10.134787457778344,18.0,58.23864506949764
1619380800,40.43223752349534,996.6378776222335,222.95156327726295,10.0,18.67861786375635,58.73309115422066
1619467200,45.54031522730233,1016.5797146514717,230.91361436333415,10.28893594178695,18.961327173980898,57.585331624870335
1619553600,43.0,1060.354530426272,235.00116945933556,10.0,18.87746152105025,56.29331029375463
1619640000,44.70987693681056,1048.6046525528075,237.59825990885238,10.178350515463917,19.461899617749708,56.437993596584846
1619726400,43.27728415758592,1021.4220526916919,235.47639292099262,11.231506587131967,19.0,56.61430768130454
1619823600,44.68200198367285,1016.4599763782528,231.83592441645052,11.0,19.0,56.6686501722518
1619899200,45.696631695196025,1002.0,231.79049599530467,11.0,19.507363313208828,61.718409915356716
1619989200,54.0,1002.549284650044,227.30150330964761,11.315427788260616,19.0,72.54217732884399
1620072000,51.681456052853164,1019.3843437093742,224.85795725672787,11.0,19.0,77.20379099388225
1620158400,51.607755759931734,1010.9854745529574,213.98620780590716,11.0,18.27601336528401,73.29295158411851
1620244800,52.552615806147784,1036.1029244114002,220.0,11.457038773714363,18.250309488274155,71.7060993080745
1620331200,54.50102576932699,1028.804410939052,234.35571495343905,14.23946387252574,18.437367787963,71.88750207102225
1620417600,53.14187244863816,1030.1901128069012,243.68349172300415,14.0,19.0,74.0
1620504000,54.26801413549388,1037.363756586317,232.4436090225564,14.0,18.51940252540807,73.8624702574086
1620590400,54.674512512618875,1031.4593563040755,242.68170015554074,14.0,19.0,74.77720906104098
1620676800,55.3270863366971,1041.3604878556798,242.82020675219067,14.0,18.740709568820407,74.72853799387887
1620763200,56.0,1036.2455989902007,242.49449057513021,14.0,18.0,73.0
1620849600,55.854198351076604,1014.3652190764345,242.29895462910434,14.393409369370417,18.29815756909116,72.27675822145585
1620936000,17.969859205329,1013.8149384149094,241.46233116558278,15.0,19.0,71.0
1621022400,18.0,1018.5241316657552,238.11237179277126,14.0,19.0,73.44743613715485
1621108800,39.656225074323835,1006.4317138063685,237.23972415837648,14.0,19.0,71.0
1621195200,37.741951426150806,1013.4102092976204,233.72282076395692,14.0,18.495566978918525,72.71244635193133
1621281600,37.741951426150806,1013.4102092976204,233.72282076395692,14.0,18.495566978918525,72.71244635193133
1621368000,38.705396392299534,1018.5907116480789,234.47685121895648,14.15559970216114,19.0,71.66332859688296
1621454400,38.754529926570285,1026.7845842570869,232.8493810272895,14.388823244021534,18.70408615609273,69.0
1631563200,62.594012535004666,968.97479929123,213.0831467584007,9.0,19.647392089515243,60.84617839868399
1631995200,65.62425176854707,938.0791469661151,216.16426830786745,9.0,19.0,62.45690733371234
1632427200,59.61077453630348,972.3244326422894,216.50380073256315,8.83999616951375,19.0,57.400778878643834
1632513600,62.69166782198808,968.5411357038054,217.00920936663834,8.594669139420684,19.458023130589503,55.0
1633032000,53.90980680981247,964.6547316399658,211.7855828511809,9.0,18.66431361307199,57.20172427772223
1633118400,49.96997086281739,962.7275585950924,209.65509787153172,8.182081786219275,18.574087046569,62.04372905136799
1633204800,50.68280337443218,962.2285195450636,208.5147235926217,9.0,18.435128948573173,59.72122616579257
1633291200,48.97436322631998,954.4622030237581,196.0,8.0,18.288123138801872,54.77057206665521
1633550400,48.718610251117994,968.0,190.5572360414074,8.69830821273115,19.0,58.38757970612697
1633723200,47.84886335248564,976.3525658165736,206.53173495360866,10.0,18.0,52.496976320582874
1633896000,47.18303473345716,970.9137413167264,206.0,9.0,18.454355383755136,53.0
1633982400,48.40376344086022,977.7838803724254,206.31026612532673,9.0,18.56756104914079,54.445842696629214
1634414400,55.00625579240037,984.5340829113381,202.66062173862798,9.0,18.0,49.74284994330352
1634500800,52.605750251387285,987.7078223758846,206.14553462907787,9.453558739312289,18.0,49.0
1635192000,56.81195457262403,986.3082663011147,213.33961024478748,8.220588140891904,18.203515645136346,57.68844903988183
1635278400,56.0,999.0,215.07456915095534,9.0,18.0,54.36138005225142
1635364800,55.36381386267492,996.7014440919613,218.86743938490133,9.0,18.0,56.5565379246161
1635451200,53.36890147938306,995.7971615519307,214.90595689070486,9.0,19.0,54.53507121741467
1635537600,52.882192775458336,1002.8706900453512,214.5233428844317,8.39621227367676,18.491367589338395,54.043285939968406
1635710400,53.712606688120886,991.0908778837902,211.0127821907485,8.303549892318737,18.528134383567604,64.35576054099536
1635969600,65.8846790688614,1016.522945086628,215.62371134020617,5.103980874415909,19.0,66.59286262471221
1636056000,65.33581584292484,1017.2324885924886,217.48961511869095,7.0,19.0,60.44767694311767
1636491600,59.0,1004.1612432135248,212.70587364682004,7.352847580247804,19.0,66.0
1636664400,53.44043534839702,1016.4324456890602,213.0884978303019,8.0,18.22008964832586,58.653023136081345
1636923600,53.43336078108458,996.6960337832243,214.96009085504352,7.0,19.0,59.46181944686032
